TCM_symptom_id,TCM_symptom_name,status,detail_url,reason
92,肠胃不适,not_found,https://baike.duguji.cn/baike/w/%E8%82%A0%E8%83%83%E4%B8%8D%E9%80%82,HTTP 404: page does not exist
31,鼻咽部慢性炎症,not_found,https://baike.duguji.cn/baike/w/%E9%BC%BB%E5%92%BD%E9%83%A8%E6%85%A2%E6%80%A7%E7%82%8E%E7%97%87,HTTP 404: page does not exist
82,产后小腹疼痛,not_found,https://baike.duguji.cn/baike/w/%E4%BA%A7%E5%90%8E%E5%B0%8F%E8%85%B9%E7%96%BC%E7%97%9B,HTTP 404: page does not exist
100,赤白下痢,not_found,https://baike.duguji.cn/baike/w/%E8%B5%A4%E7%99%BD%E4%B8%8B%E7%97%A2,HTTP 404: page does not exist
104,虫咬肿痛,not_found,https://baike.duguji.cn/baike/w/%E8%99%AB%E5%92%AC%E8%82%BF%E7%97%9B,HTTP 404: page does not exist
106,抽搐神昏,not_found,https://baike.duguji.cn/baike/w/%E6%8A%BD%E6%90%90%E7%A5%9E%E6%98%8F,HTTP 404: page does not exist
111,喘促气逆,not_found,https://baike.duguji.cn/baike/w/%E5%96%98%E4%BF%83%E6%B0%94%E9%80%86,HTTP 404: page does not exist
102,赤缕红斑,not_found,https://baike.duguji.cn/baike/w/%E8%B5%A4%E7%BC%95%E7%BA%A2%E6%96%91,HTTP 404: page does not exist
121,疮疖肿痛,not_found,https://baike.duguji.cn/baike/w/%E7%96%AE%E7%96%96%E8%82%BF%E7%97%9B,HTTP 404: page does not exist
125,疮面鲜活,not_found,https://baike.duguji.cn/baike/w/%E7%96%AE%E9%9D%A2%E9%B2%9C%E6%B4%BB,HTTP 404: page does not exist
112,喘促痰多,not_found,https://baike.duguji.cn/baike/w/%E5%96%98%E4%BF%83%E7%97%B0%E5%A4%9A,HTTP 404: page does not exist
120,疮疖肿毒,not_found,https://baike.duguji.cn/baike/w/%E7%96%AE%E7%96%96%E8%82%BF%E6%AF%92,HTTP 404: page does not exist
129,疮疡不敛,not_found,https://baike.duguji.cn/baike/w/%E7%96%AE%E7%96%A1%E4%B8%8D%E6%95%9B,HTTP 404: page does not exist
119,疮疖痈肿,not_found,https://baike.duguji.cn/baike/w/%E7%96%AE%E7%96%96%E7%97%88%E8%82%BF,HTTP 404: page does not exist
124,疮面疼痛,not_found,https://baike.duguji.cn/baike/w/%E7%96%AE%E9%9D%A2%E7%96%BC%E7%97%9B,HTTP 404: page does not exist
127,疮癣,not_found,https://baike.duguji.cn/baike/w/%E7%96%AE%E7%99%A3,HTTP 404: page does not exist
122,疮口久不愈合,not_found,https://baike.duguji.cn/baike/w/%E7%96%AE%E5%8F%A3%E4%B9%85%E4%B8%8D%E6%84%88%E5%90%88,HTTP 404: page does not exist
130,疮疡久溃不敛,not_found,https://baike.duguji.cn/baike/w/%E7%96%AE%E7%96%A1%E4%B9%85%E6%BA%83%E4%B8%8D%E6%95%9B,HTTP 404: page does not exist
135,创伤出血,not_found,https://baike.duguji.cn/baike/w/%E5%88%9B%E4%BC%A4%E5%87%BA%E8%A1%80,HTTP 404: page does not exist
131,疮疡溃烂,not_found,https://baike.duguji.cn/baike/w/%E7%96%AE%E7%96%A1%E6%BA%83%E7%83%82,HTTP 404: page does not exist
123,疮面久溃不敛,not_found,https://baike.duguji.cn/baike/w/%E7%96%AE%E9%9D%A2%E4%B9%85%E6%BA%83%E4%B8%8D%E6%95%9B,HTTP 404: page does not exist
133,疮痈肿痛,not_found,https://baike.duguji.cn/baike/w/%E7%96%AE%E7%97%88%E8%82%BF%E7%97%9B,HTTP 404: page does not exist
126,疮色鲜活,not_found,https://baike.duguji.cn/baike/w/%E7%96%AE%E8%89%B2%E9%B2%9C%E6%B4%BB,HTTP 404: page does not exist
132,疮疡肿痛,not_found,https://baike.duguji.cn/baike/w/%E7%96%AE%E7%96%A1%E8%82%BF%E7%97%9B,HTTP 404: page does not exist
137,唇甲出血,not_found,https://baike.duguji.cn/baike/w/%E5%94%87%E7%94%B2%E5%87%BA%E8%A1%80,HTTP 404: page does not exist
140,猝然昏倒,not_found,https://baike.duguji.cn/baike/w/%E7%8C%9D%E7%84%B6%E6%98%8F%E5%80%92,HTTP 404: page does not exist
143,大便不畅,not_found,https://baike.duguji.cn/baike/w/%E5%A4%A7%E4%BE%BF%E4%B8%8D%E7%95%85,HTTP 404: page does not exist
144,大便不利,not_found,https://baike.duguji.cn/baike/w/%E5%A4%A7%E4%BE%BF%E4%B8%8D%E5%88%A9,HTTP 404: page does not exist
145,大便不爽,not_found,https://baike.duguji.cn/baike/w/%E5%A4%A7%E4%BE%BF%E4%B8%8D%E7%88%BD,HTTP 404: page does not exist
142,挫伤筋骨,not_found,https://baike.duguji.cn/baike/w/%E6%8C%AB%E4%BC%A4%E7%AD%8B%E9%AA%A8,HTTP 404: page does not exist
148,大便不下,not_found,https://baike.duguji.cn/baike/w/%E5%A4%A7%E4%BE%BF%E4%B8%8D%E4%B8%8B,HTTP 404: page does not exist
146,大便不调,not_found,https://baike.duguji.cn/baike/w/%E5%A4%A7%E4%BE%BF%E4%B8%8D%E8%B0%83,HTTP 404: page does not exist
151,大便次数增多,not_found,https://baike.duguji.cn/baike/w/%E5%A4%A7%E4%BE%BF%E6%AC%A1%E6%95%B0%E5%A2%9E%E5%A4%9A,HTTP 404: page does not exist
149,大便臭秽,not_found,https://baike.duguji.cn/baike/w/%E5%A4%A7%E4%BE%BF%E8%87%AD%E7%A7%BD,HTTP 404: page does not exist
152,大便干,not_found,https://baike.duguji.cn/baike/w/%E5%A4%A7%E4%BE%BF%E5%B9%B2,HTTP 404: page does not exist
153,大便干结,not_found,https://baike.duguji.cn/baike/w/%E5%A4%A7%E4%BE%BF%E5%B9%B2%E7%BB%93,HTTP 404: page does not exist
158,大便黏滞,not_found,https://baike.duguji.cn/baike/w/%E5%A4%A7%E4%BE%BF%E9%BB%8F%E6%BB%9E,HTTP 404: page does not exist
169,大便稀溏,no_definition,https://baike.duguji.cn/baike/w/%E5%A4%A7%E4%BE%BF%E7%A8%80%E6%BA%8F,raw page parsed but no definition found
159,大便黏滞不爽,not_found,https://baike.duguji.cn/baike/w/%E5%A4%A7%E4%BE%BF%E9%BB%8F%E6%BB%9E%E4%B8%8D%E7%88%BD,HTTP 404: page does not exist
154,大便干结难下,not_found,https://baike.duguji.cn/baike/w/%E5%A4%A7%E4%BE%BF%E5%B9%B2%E7%BB%93%E9%9A%BE%E4%B8%8B,HTTP 404: page does not exist
161,大便清稀,not_found,https://baike.duguji.cn/baike/w/%E5%A4%A7%E4%BE%BF%E6%B8%85%E7%A8%80,HTTP 404: page does not exist
160,大便脓血,not_found,https://baike.duguji.cn/baike/w/%E5%A4%A7%E4%BE%BF%E8%84%93%E8%A1%80,HTTP 404: page does not exist
162,大便失调,not_found,https://baike.duguji.cn/baike/w/%E5%A4%A7%E4%BE%BF%E5%A4%B1%E8%B0%83,HTTP 404: page does not exist
163,大便酸臭,not_found,https://baike.duguji.cn/baike/w/%E5%A4%A7%E4%BE%BF%E9%85%B8%E8%87%AD,HTTP 404: page does not exist
164,大便溏雹,not_found,https://baike.duguji.cn/baike/w/%E5%A4%A7%E4%BE%BF%E6%BA%8F%E9%9B%B9,HTTP 404: page does not exist
166,大便溏软,not_found,https://baike.duguji.cn/baike/w/%E5%A4%A7%E4%BE%BF%E6%BA%8F%E8%BD%AF,HTTP 404: page does not exist
165,大便溏薄,not_found,https://baike.duguji.cn/baike/w/%E5%A4%A7%E4%BE%BF%E6%BA%8F%E8%96%84,HTTP 404: page does not exist
167,大便溏泻,not_found,https://baike.duguji.cn/baike/w/%E5%A4%A7%E4%BE%BF%E6%BA%8F%E6%B3%BB,HTTP 404: page does not exist
177,带下色黄质稠,not_found,https://baike.duguji.cn/baike/w/%E5%B8%A6%E4%B8%8B%E8%89%B2%E9%BB%84%E8%B4%A8%E7%A8%A0,HTTP 404: page does not exist
168,大便稀薄如水样,not_found,https://baike.duguji.cn/baike/w/%E5%A4%A7%E4%BE%BF%E7%A8%80%E8%96%84%E5%A6%82%E6%B0%B4%E6%A0%B7,HTTP 404: page does not exist
182,倒饱嘈杂,not_found,https://baike.duguji.cn/baike/w/%E5%80%92%E9%A5%B1%E5%98%88%E6%9D%82,HTTP 404: page does not exist
170,大便泄泻,not_found,https://baike.duguji.cn/baike/w/%E5%A4%A7%E4%BE%BF%E6%B3%84%E6%B3%BB,HTTP 404: page does not exist
176,带下色黄,not_found,https://baike.duguji.cn/baike/w/%E5%B8%A6%E4%B8%8B%E8%89%B2%E9%BB%84,HTTP 404: page does not exist
173,带下白浊,not_found,https://baike.duguji.cn/baike/w/%E5%B8%A6%E4%B8%8B%E7%99%BD%E6%B5%8A,HTTP 404: page does not exist
193,跌打肿痛,not_found,https://baike.duguji.cn/baike/w/%E8%B7%8C%E6%89%93%E8%82%BF%E7%97%9B,HTTP 404: page does not exist
192,跌打瘀痛,not_found,https://baike.duguji.cn/baike/w/%E8%B7%8C%E6%89%93%E7%98%80%E7%97%9B,HTTP 404: page does not exist
175,带下量多,not_found,https://baike.duguji.cn/baike/w/%E5%B8%A6%E4%B8%8B%E9%87%8F%E5%A4%9A,HTTP 404: page does not exist
189,癲痫,not_found,https://baike.duguji.cn/baike/w/%E7%99%B2%E7%97%AB,HTTP 404: page does not exist
195,跌扑瘀肿,not_found,https://baike.duguji.cn/baike/w/%E8%B7%8C%E6%89%91%E7%98%80%E8%82%BF,HTTP 404: page does not exist
198,疔疮肿痛,not_found,https://baike.duguji.cn/baike/w/%E7%96%94%E7%96%AE%E8%82%BF%E7%97%9B,HTTP 404: page does not exist
190,跌打伤痛,not_found,https://baike.duguji.cn/baike/w/%E8%B7%8C%E6%89%93%E4%BC%A4%E7%97%9B,HTTP 404: page does not exist
188,癫痫痰多,not_found,https://baike.duguji.cn/baike/w/%E7%99%AB%E7%97%AB%E7%97%B0%E5%A4%9A,HTTP 404: page does not exist
197,疔疮痈肿初起,not_found,https://baike.duguji.cn/baike/w/%E7%96%94%E7%96%AE%E7%97%88%E8%82%BF%E5%88%9D%E8%B5%B7,HTTP 404: page does not exist
196,跌扑肿痛,not_found,https://baike.duguji.cn/baike/w/%E8%B7%8C%E6%89%91%E8%82%BF%E7%97%9B,HTTP 404: page does not exist
194,跌扑伤痛,not_found,https://baike.duguji.cn/baike/w/%E8%B7%8C%E6%89%91%E4%BC%A4%E7%97%9B,HTTP 404: page does not exist
201,动辄汗出,not_found,https://baike.duguji.cn/baike/w/%E5%8A%A8%E8%BE%84%E6%B1%97%E5%87%BA,HTTP 404: page does not exist
209,多泪,not_found,https://baike.duguji.cn/baike/w/%E5%A4%9A%E6%B3%AA,HTTP 404: page does not exist
202,毒虫咬伤,not_found,https://baike.duguji.cn/baike/w/%E6%AF%92%E8%99%AB%E5%92%AC%E4%BC%A4,HTTP 404: page does not exist
205,毒邪未尽,not_found,https://baike.duguji.cn/baike/w/%E6%AF%92%E9%82%AA%E6%9C%AA%E5%B0%BD,HTTP 404: page does not exist
214,多涎,not_found,https://baike.duguji.cn/baike/w/%E5%A4%9A%E6%B6%8E,HTTP 404: page does not exist
210,多泪羞明,not_found,https://baike.duguji.cn/baike/w/%E5%A4%9A%E6%B3%AA%E7%BE%9E%E6%98%8E,HTTP 404: page does not exist
218,恶风寒,not_found,https://baike.duguji.cn/baike/w/%E6%81%B6%E9%A3%8E%E5%AF%92,HTTP 404: page does not exist
220,恶寒重,not_found,https://baike.duguji.cn/baike/w/%E6%81%B6%E5%AF%92%E9%87%8D,HTTP 404: page does not exist
229,二便失禁,not_found,https://baike.duguji.cn/baike/w/%E4%BA%8C%E4%BE%BF%E5%A4%B1%E7%A6%81,HTTP 404: page does not exist
228,耳下肿痛,not_found,https://baike.duguji.cn/baike/w/%E8%80%B3%E4%B8%8B%E8%82%BF%E7%97%9B,HTTP 404: page does not exist
267,风湿关节痛,no_definition,https://baike.duguji.cn/baike/w/%E9%A3%8E%E6%B9%BF%E5%85%B3%E8%8A%82%E7%97%9B,raw page parsed but no definition found
241,烦倦,not_found,https://baike.duguji.cn/baike/w/%E7%83%A6%E5%80%A6,HTTP 404: page does not exist
232,发僵,not_found,https://baike.duguji.cn/baike/w/%E5%8F%91%E5%83%B5,HTTP 404: page does not exist
221,恶寒壮热,not_found,https://baike.duguji.cn/baike/w/%E6%81%B6%E5%AF%92%E5%A3%AE%E7%83%AD,HTTP 404: page does not exist
230,发斑,not_found,https://baike.duguji.cn/baike/w/%E5%8F%91%E6%96%91,HTTP 404: page does not exist
239,发疹,not_found,https://baike.duguji.cn/baike/w/%E5%8F%91%E7%96%B9,HTTP 404: page does not exist
235,发热重,not_found,https://baike.duguji.cn/baike/w/%E5%8F%91%E7%83%AD%E9%87%8D,HTTP 404: page does not exist
246,烦躁不宁,not_found,https://baike.duguji.cn/baike/w/%E7%83%A6%E8%BA%81%E4%B8%8D%E5%AE%81,HTTP 404: page does not exist
247,烦躁不适,not_found,https://baike.duguji.cn/baike/w/%E7%83%A6%E8%BA%81%E4%B8%8D%E9%80%82,HTTP 404: page does not exist
249,烦躁谵语,not_found,https://baike.duguji.cn/baike/w/%E7%83%A6%E8%BA%81%E8%B0%B5%E8%AF%AD,HTTP 404: page does not exist
280,妇女痛经,no_definition,https://baike.duguji.cn/baike/w/%E5%A6%87%E5%A5%B3%E7%97%9B%E7%BB%8F,raw page parsed but no definition found
248,烦躁易怒,not_found,https://baike.duguji.cn/baike/w/%E7%83%A6%E8%BA%81%E6%98%93%E6%80%92,HTTP 404: page does not exist
255,肺气不畅,not_found,https://baike.duguji.cn/baike/w/%E8%82%BA%E6%B0%94%E4%B8%8D%E7%95%85,HTTP 404: page does not exist
270,风湿肢体关节痿软,not_found,https://baike.duguji.cn/baike/w/%E9%A3%8E%E6%B9%BF%E8%82%A2%E4%BD%93%E5%85%B3%E8%8A%82%E7%97%BF%E8%BD%AF,HTTP 404: page does not exist
260,痱疹鲜红,not_found,https://baike.duguji.cn/baike/w/%E7%97%B1%E7%96%B9%E9%B2%9C%E7%BA%A2,HTTP 404: page does not exist
266,风湿痹痛,not_found,https://baike.duguji.cn/baike/w/%E9%A3%8E%E6%B9%BF%E7%97%B9%E7%97%9B,HTTP 404: page does not exist
262,粉剌疙瘩,not_found,https://baike.duguji.cn/baike/w/%E7%B2%89%E5%89%8C%E7%96%99%E7%98%A9,HTTP 404: page does not exist
273,风痰瘀血痹阻脉络,not_found,https://baike.duguji.cn/baike/w/%E9%A3%8E%E7%97%B0%E7%98%80%E8%A1%80%E7%97%B9%E9%98%BB%E8%84%89%E7%BB%9C,HTTP 404: page does not exist
269,风湿瘀痛,not_found,https://baike.duguji.cn/baike/w/%E9%A3%8E%E6%B9%BF%E7%98%80%E7%97%9B,HTTP 404: page does not exist
279,腐肉不去,not_found,https://baike.duguji.cn/baike/w/%E8%85%90%E8%82%89%E4%B8%8D%E5%8E%BB,HTTP 404: page does not exist
276,风疹发红,not_found,https://baike.duguji.cn/baike/w/%E9%A3%8E%E7%96%B9%E5%8F%91%E7%BA%A2,HTTP 404: page does not exist
268,风湿疼痛,not_found,https://baike.duguji.cn/baike/w/%E9%A3%8E%E6%B9%BF%E7%96%BC%E7%97%9B,HTTP 404: page does not exist
281,妇女癥瘕,not_found,https://baike.duguji.cn/baike/w/%E5%A6%87%E5%A5%B3%E7%99%A5%E7%98%95,HTTP 404: page does not exist
275,风眼烂弦,not_found,https://baike.duguji.cn/baike/w/%E9%A3%8E%E7%9C%BC%E7%83%82%E5%BC%A6,HTTP 404: page does not exist
284,腹部隐痛,not_found,https://baike.duguji.cn/baike/w/%E8%85%B9%E9%83%A8%E9%9A%90%E7%97%9B,HTTP 404: page does not exist
282,腹暴痛,not_found,https://baike.duguji.cn/baike/w/%E8%85%B9%E6%9A%B4%E7%97%9B,HTTP 404: page does not exist
286,腹部胀满不舒,not_found,https://baike.duguji.cn/baike/w/%E8%85%B9%E9%83%A8%E8%83%80%E6%BB%A1%E4%B8%8D%E8%88%92,HTTP 404: page does not exist
285,腹部胀满,not_found,https://baike.duguji.cn/baike/w/%E8%85%B9%E9%83%A8%E8%83%80%E6%BB%A1,HTTP 404: page does not exist
294,腹中冷痛,not_found,https://baike.duguji.cn/baike/w/%E8%85%B9%E4%B8%AD%E5%86%B7%E7%97%9B,HTTP 404: page does not exist
291,腹有癥块,not_found,https://baike.duguji.cn/baike/w/%E8%85%B9%E6%9C%89%E7%99%A5%E5%9D%97,HTTP 404: page does not exist
289,腹痛绵绵,not_found,https://baike.duguji.cn/baike/w/%E8%85%B9%E7%97%9B%E7%BB%B5%E7%BB%B5,HTTP 404: page does not exist
293,腹胀满,not_found,https://baike.duguji.cn/baike/w/%E8%85%B9%E8%83%80%E6%BB%A1,HTTP 404: page does not exist
297,肝火目赤,not_found,https://baike.duguji.cn/baike/w/%E8%82%9D%E7%81%AB%E7%9B%AE%E8%B5%A4,HTTP 404: page does not exist
295,腹中胀满,not_found,https://baike.duguji.cn/baike/w/%E8%85%B9%E4%B8%AD%E8%83%80%E6%BB%A1,HTTP 404: page does not exist
299,肝区胀痛,not_found,https://baike.duguji.cn/baike/w/%E8%82%9D%E5%8C%BA%E8%83%80%E7%97%9B,HTTP 404: page does not exist
300,肝热目赤,not_found,https://baike.duguji.cn/baike/w/%E8%82%9D%E7%83%AD%E7%9B%AE%E8%B5%A4,HTTP 404: page does not exist
301,肝痛,not_found,https://baike.duguji.cn/baike/w/%E8%82%9D%E7%97%9B,HTTP 404: page does not exist
311,肛窦炎出血,not_found,https://baike.duguji.cn/baike/w/%E8%82%9B%E7%AA%A6%E7%82%8E%E5%87%BA%E8%A1%80,HTTP 404: page does not exist
321,高血压头痛,not_found,https://baike.duguji.cn/baike/w/%E9%AB%98%E8%A1%80%E5%8E%8B%E5%A4%B4%E7%97%9B,HTTP 404: page does not exist
320,高热神昏,not_found,https://baike.duguji.cn/baike/w/%E9%AB%98%E7%83%AD%E7%A5%9E%E6%98%8F,HTTP 404: page does not exist
325,睾丸偏坠,not_found,https://baike.duguji.cn/baike/w/%E7%9D%BE%E4%B8%B8%E5%81%8F%E5%9D%A0,HTTP 404: page does not exist
316,肛门灼热,not_found,https://baike.duguji.cn/baike/w/%E8%82%9B%E9%97%A8%E7%81%BC%E7%83%AD,HTTP 404: page does not exist
323,髙热,not_found,https://baike.duguji.cn/baike/w/%E9%AB%99%E7%83%AD,HTTP 404: page does not exist
324,髙热不退,not_found,https://baike.duguji.cn/baike/w/%E9%AB%99%E7%83%AD%E4%B8%8D%E9%80%80,HTTP 404: page does not exist
308,干泾不舒,not_found,https://baike.duguji.cn/baike/w/%E5%B9%B2%E6%B3%BE%E4%B8%8D%E8%88%92,HTTP 404: page does not exist
327,睾丸肿,not_found,https://baike.duguji.cn/baike/w/%E7%9D%BE%E4%B8%B8%E8%82%BF,HTTP 404: page does not exist
330,咯痰、血,not_found,https://baike.duguji.cn/baike/w/%E5%92%AF%E7%97%B0%E3%80%81%E8%A1%80,HTTP 404: page does not exist
332,咯痰黄稠,not_found,https://baike.duguji.cn/baike/w/%E5%92%AF%E7%97%B0%E9%BB%84%E7%A8%A0,HTTP 404: page does not exist
334,咯痰色黄,not_found,https://baike.duguji.cn/baike/w/%E5%92%AF%E7%97%B0%E8%89%B2%E9%BB%84,HTTP 404: page does not exist
328,睾丸坠胀疼痛,not_found,https://baike.duguji.cn/baike/w/%E7%9D%BE%E4%B8%B8%E5%9D%A0%E8%83%80%E7%96%BC%E7%97%9B,HTTP 404: page does not exist
331,咯痰不爽,not_found,https://baike.duguji.cn/baike/w/%E5%92%AF%E7%97%B0%E4%B8%8D%E7%88%BD,HTTP 404: page does not exist
333,咯痰色白,not_found,https://baike.duguji.cn/baike/w/%E5%92%AF%E7%97%B0%E8%89%B2%E7%99%BD,HTTP 404: page does not exist
335,咯痰稀白,not_found,https://baike.duguji.cn/baike/w/%E5%92%AF%E7%97%B0%E7%A8%80%E7%99%BD,HTTP 404: page does not exist
336,咯吐白痰,not_found,https://baike.duguji.cn/baike/w/%E5%92%AF%E5%90%90%E7%99%BD%E7%97%B0,HTTP 404: page does not exist
339,各种中毒症,not_found,https://baike.duguji.cn/baike/w/%E5%90%84%E7%A7%8D%E4%B8%AD%E6%AF%92%E7%97%87,HTTP 404: page does not exist
343,骨关节疼痛,not_found,https://baike.duguji.cn/baike/w/%E9%AA%A8%E5%85%B3%E8%8A%82%E7%96%BC%E7%97%9B,HTTP 404: page does not exist
352,骨肿大,not_found,https://baike.duguji.cn/baike/w/%E9%AA%A8%E8%82%BF%E5%A4%A7,HTTP 404: page does not exist
347,骨扭伤,not_found,https://baike.duguji.cn/baike/w/%E9%AA%A8%E6%89%AD%E4%BC%A4,HTTP 404: page does not exist
349,骨折肿痛,not_found,https://baike.duguji.cn/baike/w/%E9%AA%A8%E6%8A%98%E8%82%BF%E7%97%9B,HTTP 404: page does not exist
346,骨节疼痛,not_found,https://baike.duguji.cn/baike/w/%E9%AA%A8%E8%8A%82%E7%96%BC%E7%97%9B,HTTP 404: page does not exist
345,骨节酸痛,not_found,https://baike.duguji.cn/baike/w/%E9%AA%A8%E8%8A%82%E9%85%B8%E7%97%9B,HTTP 404: page does not exist
354,关节痹痛,not_found,https://baike.duguji.cn/baike/w/%E5%85%B3%E8%8A%82%E7%97%B9%E7%97%9B,HTTP 404: page does not exist
356,关节刺痛,not_found,https://baike.duguji.cn/baike/w/%E5%85%B3%E8%8A%82%E5%88%BA%E7%97%9B,HTTP 404: page does not exist
357,关节钝痛,not_found,https://baike.duguji.cn/baike/w/%E5%85%B3%E8%8A%82%E9%92%9D%E7%97%9B,HTTP 404: page does not exist
355,关节不利,not_found,https://baike.duguji.cn/baike/w/%E5%85%B3%E8%8A%82%E4%B8%8D%E5%88%A9,HTTP 404: page does not exist
344,骨关节肿大,not_found,https://baike.duguji.cn/baike/w/%E9%AA%A8%E5%85%B3%E8%8A%82%E8%82%BF%E5%A4%A7,HTTP 404: page does not exist
350,骨蒸劳热,not_found,https://baike.duguji.cn/baike/w/%E9%AA%A8%E8%92%B8%E5%8A%B3%E7%83%AD,HTTP 404: page does not exist
358,关节红肿热痛,not_found,https://baike.duguji.cn/baike/w/%E5%85%B3%E8%8A%82%E7%BA%A2%E8%82%BF%E7%83%AD%E7%97%9B,HTTP 404: page does not exist
361,关节冷痛,not_found,https://baike.duguji.cn/baike/w/%E5%85%B3%E8%8A%82%E5%86%B7%E7%97%9B,HTTP 404: page does not exist
360,关节剧痛,not_found,https://baike.duguji.cn/baike/w/%E5%85%B3%E8%8A%82%E5%89%A7%E7%97%9B,HTTP 404: page does not exist
362,关节麻木,not_found,https://baike.duguji.cn/baike/w/%E5%85%B3%E8%8A%82%E9%BA%BB%E6%9C%A8,HTTP 404: page does not exist
365,关节四肢疼痛,not_found,https://baike.duguji.cn/baike/w/%E5%85%B3%E8%8A%82%E5%9B%9B%E8%82%A2%E7%96%BC%E7%97%9B,HTTP 404: page does not exist
364,关节屈伸不利,not_found,https://baike.duguji.cn/baike/w/%E5%85%B3%E8%8A%82%E5%B1%88%E4%BC%B8%E4%B8%8D%E5%88%A9,HTTP 404: page does not exist
367,关节酸痛麻木,not_found,https://baike.duguji.cn/baike/w/%E5%85%B3%E8%8A%82%E9%85%B8%E7%97%9B%E9%BA%BB%E6%9C%A8,HTTP 404: page does not exist
374,寒热头痛,not_found,https://baike.duguji.cn/baike/w/%E5%AF%92%E7%83%AD%E5%A4%B4%E7%97%9B,HTTP 404: page does not exist
377,寒湿痹痛,not_found,https://baike.duguji.cn/baike/w/%E5%AF%92%E6%B9%BF%E7%97%B9%E7%97%9B,HTTP 404: page does not exist
373,关节肿胀疼痛,not_found,https://baike.duguji.cn/baike/w/%E5%85%B3%E8%8A%82%E8%82%BF%E8%83%80%E7%96%BC%E7%97%9B,HTTP 404: page does not exist
383,汗少,not_found,https://baike.duguji.cn/baike/w/%E6%B1%97%E5%B0%91,HTTP 404: page does not exist
369,关节疼痈,not_found,https://baike.duguji.cn/baike/w/%E5%85%B3%E8%8A%82%E7%96%BC%E7%97%88,HTTP 404: page does not exist
380,汗出,not_found,https://baike.duguji.cn/baike/w/%E6%B1%97%E5%87%BA,HTTP 404: page does not exist
382,汗出不解,not_found,https://baike.duguji.cn/baike/w/%E6%B1%97%E5%87%BA%E4%B8%8D%E8%A7%A3,HTTP 404: page does not exist
379,寒性腹泻,not_found,https://baike.duguji.cn/baike/w/%E5%AF%92%E6%80%A7%E8%85%B9%E6%B3%BB,HTTP 404: page does not exist
387,行走无力,not_found,https://baike.duguji.cn/baike/w/%E8%A1%8C%E8%B5%B0%E6%97%A0%E5%8A%9B,HTTP 404: page does not exist
386,行经小腹冷痛,not_found,https://baike.duguji.cn/baike/w/%E8%A1%8C%E7%BB%8F%E5%B0%8F%E8%85%B9%E5%86%B7%E7%97%9B,HTTP 404: page does not exist
