Herb_ID,Herb_cn_name,chp_status,chp_detail_url,chp_filled_fields,chp_message,dayi_status,dayi_detail_url,dayi_filled_fields,dayi_message
HERB000050,艾纳香,not_found,,,no exact pharmacopoeia herb result,ok,https://www.dayi.org.cn/cmedical/300034.html,Properties,
HERB000057,艾实,not_found,,,no exact pharmacopoeia herb result,ok,https://www.dayi.org.cn/cmedical/300036.html,UsePart|Function|Indication|Properties|Meridians,
HERB000084,氨基比林,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000097,澳大利亚千金藤,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000122,澳洲茄,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000090,安息香,skipped_no_chp_blank_fields,,,,no_fields,https://www.dayi.org.cn/cmedical/1113500.html,,detail page parsed but no mapped fields found
HERB000120,澳洲百脉根,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000109,凹舌兰,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000088,安乃近,not_found,,,no search results,not_found,,,no exact cmedical result in search page
HERB000123,澳洲商陆,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000107,凹脉丁公藤,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000121,澳洲坚果,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000124,澳洲屎豆,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000091,按叶,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000093,暗紫贝母,not_found,,,no exact pharmacopoeia herb result,ok,https://www.dayi.org.cn/cmedical/300053.html,Properties|Meridians,
HERB000136,八角黄皮,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000133,巴戟,skipped_no_chp_blank_fields,,,,not_found,,,no exact cmedical result in search page
HERB000119,凹叶野百合,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000138,八角茴香油,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000141,巴拿马合欢,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000131,巴伐利亚龙胆,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000117,凹叶厚朴,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000114,凹头苋,not_found,,,no exact pharmacopoeia herb result,no_fields,https://www.dayi.org.cn/cmedical/300057.html,,detail page parsed but no mapped fields found
HERB000148,巴西马兜铃,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000147,巴西萝芙木,not_found,,,no search results,not_found,,,no exact cmedical result in search page
HERB000135,八角枫,not_found,,,no exact pharmacopoeia herb result,ok,https://www.dayi.org.cn/cmedical/300062.html,Toxicity|Properties,
HERB000132,白鲜皮,ok,https://ydz.chp.org.cn/#/item?bookId=1&entryId=164,Properties|Meridians,,ok,https://www.dayi.org.cn/cmedical/300133.html,,matched page but remaining dayi target columns already had values
HERB000118,凹叶瑞香,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000153,巴西页岩,not_found,,,no search results,not_found,,,no exact cmedical result in search page
HERB000150,巴西千里光,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000149,巴西千里光,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000140,巴拉圭茶,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000137,八角茴香,ok,https://ydz.chp.org.cn/#/item?bookId=1&entryId=4,UsePart,,ok,https://www.dayi.org.cn/cmedical/300066.html,,matched page but remaining dayi target columns already had values
HERB000128,巴旦杏仁,not_found,,,no exact pharmacopoeia herb result,no_fields,https://www.dayi.org.cn/cmedical/300077.html,,detail page parsed but no mapped fields found
HERB000134,巴戟天,ok,https://ydz.chp.org.cn/#/item?bookId=1&entryId=118,Herb_latin_name|Properties|Meridians|Function,,ok,https://www.dayi.org.cn/cmedical/1144878.html,,matched page but remaining dayi target columns already had values
HERB000144,霸王鞭,not_found,,,no search results,ok,https://www.dayi.org.cn/cmedical/1124361.html,Toxicity|Properties,
HERB000152,巴西香无患子,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000158,八月扎,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000139,八角莲,not_found,,,no exact pharmacopoeia herb result,no_fields,https://www.dayi.org.cn/cmedical/300068.html,,detail page parsed but no mapped fields found
HERB000142,巴拿马山石榴,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000143,菝葜,ok,https://ydz.chp.org.cn/#/item?bookId=1&entryId=487,Herb_latin_name|UsePart|Properties|Meridians|Function,,ok,https://www.dayi.org.cn/cmedical/300090.html,Toxicity,
HERB000155,巴夏嘎,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000157,八仙花,not_found,,,no search results,ok,https://www.dayi.org.cn/cmedical/1113741.html,Toxicity|Properties|Meridians,
HERB000162,百部,skipped_no_chp_blank_fields,,,,ok,https://www.dayi.org.cn/cmedical/1155631.html,,matched page but remaining dayi target columns already had values
HERB000163,白草霜,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000169,白刺花根,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000181,白茯苓,skipped_no_chp_blank_fields,,,,not_found,,,no exact cmedical result in search page
HERB000171,白刺花子,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000182,白附子,ok,https://ydz.chp.org.cn/#/item?bookId=1&entryId=156,UsePart,,skipped_no_remaining_blank_fields,,,
HERB000160,白背叶,not_found,,,no exact pharmacopoeia herb result,ok,https://www.dayi.org.cn/cmedical/300092.html,Herb_latin_name|UsePart|Function|Indication|Properties|Meridians,
HERB000159,白八角莲,not_found,,,no exact pharmacopoeia herb result,ok,https://www.dayi.org.cn/cmedical/300091.html,Properties,
HERB000156,八仙草,not_found,,,no exact pharmacopoeia herb result,ok,https://www.dayi.org.cn/cmedical/1113743.html,Properties,
HERB000179,白饭树,not_found,,,no exact pharmacopoeia herb result,ok,https://www.dayi.org.cn/cmedical/300109.html,UsePart|Function|Indication|Properties,
HERB000164,白鲳,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000166,白刺,not_found,,,no exact pharmacopoeia herb result,ok,https://www.dayi.org.cn/cmedical/306220.html,Properties,
HERB000174,白豆蔻,skipped_no_chp_blank_fields,,,,ok,https://www.dayi.org.cn/cmedical/1113501.html,,matched page but remaining dayi target columns already had values
HERB000161,白扁豆,ok,https://ydz.chp.org.cn/#/item?bookId=1&entryId=162,,matched page but chp target columns already had values,ok,https://www.dayi.org.cn/cmedical/1155616.html,UsePart,
HERB000177,白矾,ok,https://ydz.chp.org.cn/#/item?bookId=1&entryId=158,Properties|Meridians,,ok,https://www.dayi.org.cn/cmedical/300107.html,UsePart,
HERB000180,白饭树根,not_found,,,no exact pharmacopoeia herb result,no_fields,https://www.dayi.org.cn/cmedical/300110.html,,detail page parsed but no mapped fields found
HERB000172,白葱,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000170,白刺花叶,not_found,,,no exact pharmacopoeia herb result,no_fields,https://www.dayi.org.cn/cmedical/1113495.html,,detail page parsed but no mapped fields found
HERB000168,白刺花,not_found,,,no exact pharmacopoeia herb result,ok,https://www.dayi.org.cn/cmedical/300098.html,Properties|Meridians,
HERB000189,白果叶,skipped_no_chp_blank_fields,,,,ok,https://www.dayi.org.cn/cmedical/1113507.html,Toxicity,
HERB000176,白鹅膏,not_found,,,no exact pharmacopoeia herb result,no_fields,https://www.dayi.org.cn/cmedical/1118075.html,,detail page parsed but no mapped fields found
HERB000193,百合花,not_found,,,no search results,ok,https://www.dayi.org.cn/cmedical/1113510.html,UsePart|Function|Indication|Properties|Meridians,
HERB000178,白饭豆,not_found,,,no exact pharmacopoeia herb result,no_fields,https://www.dayi.org.cn/cmedical/300108.html,,detail page parsed but no mapped fields found
HERB000194,白鹤灵芝,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000191,白蒿,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000185,白鬼笔,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000192,百合,skipped_no_chp_blank_fields,,,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000183,柏根白皮,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000188,白果树皮,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000203,白花爵床,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000197,白花菜子,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000187,白果根,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000190,白果紫草,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000196,白鹤乌头,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000198,白花丹,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000202,百花蒿,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000200,百花蜂斗菜,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000201,白花甘西鼠尾草,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000204,白花龙胆,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000184,白钩藤,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000195,百合子,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000199,白花丹参,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000205,白花前胡,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000206,白花蛇,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000208,白花蛇舌草,skipped_no_chp_blank_fields,,,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000209,白花水飞蓟,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000207,白花射干,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000212,白花夏至草,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000211,白花夏枯草,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000213,白花映山红,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000220,白僵蚕,skipped_no_chp_blank_fields,,,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000216,白及,ok,https://ydz.chp.org.cn/#/item?bookId=1&entryId=151,Herb_latin_name|UsePart|Properties|Meridians|Function,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000221,败酱草,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000217,白蒺藜,skipped_no_chp_blank_fields,,,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000210,白花藤,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000219,败酱,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000224,白桔梗,skipped_no_chp_blank_fields,,,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000218,白坚木,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000215,白花油麻藤,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000225,白芥子,skipped_no_chp_blank_fields,,,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000222,白胶香,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000223,白芥,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000214,白花罂粟,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000228,白蜡树,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000226,白槿花,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000231,白兰花,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000233,百里香,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000237,白蔹,skipped_no_chp_blank_fields,,,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000232,白藜芦醇,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000227,白菊花根,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000244,白茅根,ok,https://ydz.chp.org.cn/#/item?bookId=1&entryId=157,Properties|Meridians,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000245,白茅根,ok,https://ydz.chp.org.cn/#/item?bookId=1&entryId=157,UsePart|Properties|Meridians|Function|Indication,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000247,白毛夏枯草,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000230,白兰根,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000238,白蔹子,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000241,白马骨,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000243,白茅根,ok,https://ydz.chp.org.cn/#/item?bookId=1&entryId=157,Herb_latin_name|UsePart|Properties|Meridians|Function|Indication,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000239,百两金,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000234,百里香酚,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000246,白毛藤,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000242,白茅根,ok,https://ydz.chp.org.cn/#/item?bookId=1&entryId=157,UsePart,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000240,白萝卜清膏,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000249,白梅花,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000250,白木通,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000259,白屈菜,ok,https://ydz.chp.org.cn/#/item?bookId=1&entryId=160,Herb_latin_name|Properties|Meridians|Function,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000255,白牛膝,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000256,白皮松,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000253,白木香,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000257,白前,ok,https://ydz.chp.org.cn/#/item?bookId=1&entryId=161,UsePart,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000263,白柔毛香茶菜,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000254,白牛胆,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000252,白木乌桕,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000258,白千层,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000267,白芍,skipped_no_chp_blank_fields,,,,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000251,白木通根,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000262,百日青,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000286,白鲜皮,ok,https://ydz.chp.org.cn/#/item?bookId=1&entryId=164,Herb_latin_name|UsePart|Properties|Meridians|Function,,ok,https://www.dayi.org.cn/cmedical/300133.html,,matched page but remaining dayi target columns already had values
HERB000261,百日草,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000264,百蕊草,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000265,白散沫花,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000269,白舌根,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000271,白首乌,not_found,,,no search results,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000268,白芍药,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000260,白屈菜根,not_found,,,no exact pharmacopoeia herb result,error,,,RuntimeError: HTTPError: HTTP Error 468: 
HERB000273,柏树叶,not_found,,,no exact pharmacopoeia herb result,ok,https://www.dayi.org.cn/cmedical/1113629.html,Properties,
HERB000291,白亚麻,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000292,百眼藤,not_found,,,no exact pharmacopoeia herb result,no_fields,https://www.dayi.org.cn/cmedical/1113663.html,,detail page parsed but no mapped fields found
HERB000279,百岁叶,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000274,白水仙,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000296,白叶莓,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000297,白夜米仔兰,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000278,白苏子,not_found,,,no exact pharmacopoeia herb result,ok,https://www.dayi.org.cn/cmedical/1113637.html,Toxicity|Properties|Meridians,
HERB000281,白头翁,skipped_no_chp_blank_fields,,,,ok,https://www.dayi.org.cn/cmedical/300132.html,,matched page but remaining dayi target columns already had values
HERB000284,白土苓,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000287,白鲜树,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000277,白苏叶,not_found,,,no exact pharmacopoeia herb result,no_fields,https://www.dayi.org.cn/cmedical/1113635.html,,detail page parsed but no mapped fields found
HERB000289,白鲜根,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000302,白玉兰,not_found,,,no search results,not_found,,,no exact cmedical result in search page
HERB000285,白薇,skipped_no_chp_blank_fields,,,,ok,https://www.dayi.org.cn/cmedical/1008863.html,,matched page but remaining dayi target columns already had values
HERB000288,白香草木樨,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000283,白头翁叶,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000307,白芝麻,not_found,,,no search results,not_found,,,no exact cmedical result in search page
HERB000293,白药子,not_found,,,no search results,no_fields,https://www.dayi.org.cn/cmedical/1113541.html,,detail page parsed but no mapped fields found
HERB000276,白苏梗,not_found,,,no exact pharmacopoeia herb result,no_fields,https://www.dayi.org.cn/cmedical/1113633.html,,detail page parsed but no mapped fields found
HERB000299,白叶香茶菜,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
HERB000272,白鼠狼,not_found,,,no exact pharmacopoeia herb result,not_found,,,no exact cmedical result in search page
