Herb_ID,Herb_cn_name,status,detail_url,reason
HERB000117,凹叶厚朴,not_found,,no exact pharmacopoeia herb result
HERB000138,八角茴香油,not_found,,no exact pharmacopoeia herb result
HERB000135,八角枫,not_found,,no exact pharmacopoeia herb result
HERB000141,巴拿马合欢,not_found,,no exact pharmacopoeia herb result
HERB000144,霸王鞭,not_found,,no search results
HERB000107,凹脉丁公藤,not_found,,no exact pharmacopoeia herb result
HERB000152,巴西香无患子,not_found,,no exact pharmacopoeia herb result
HERB000140,巴拉圭茶,not_found,,no exact pharmacopoeia herb result
HERB000118,凹叶瑞香,not_found,,no exact pharmacopoeia herb result
HERB000131,巴伐利亚龙胆,not_found,,no exact pharmacopoeia herb result
HERB000153,巴西页岩,not_found,,no search results
HERB000149,巴西千里光,not_found,,no exact pharmacopoeia herb result
HERB000148,巴西马兜铃,not_found,,no exact pharmacopoeia herb result
HERB000157,八仙花,not_found,,no search results
HERB000147,巴西萝芙木,not_found,,no search results
HERB000150,巴西千里光,not_found,,no exact pharmacopoeia herb result
HERB000128,巴旦杏仁,not_found,,no exact pharmacopoeia herb result
HERB000119,凹叶野百合,not_found,,no exact pharmacopoeia herb result
HERB000158,八月扎,not_found,,no exact pharmacopoeia herb result
HERB000139,八角莲,not_found,,no exact pharmacopoeia herb result
HERB000180,白饭树根,not_found,,no exact pharmacopoeia herb result
HERB000179,白饭树,not_found,,no exact pharmacopoeia herb result
HERB000161,白扁豆,ok_no_empty_fields,https://ydz.chp.org.cn/#/item?bookId=1&entryId=162,matched page but target columns already had values
HERB000156,八仙草,not_found,,no exact pharmacopoeia herb result
HERB000166,白刺,not_found,,no exact pharmacopoeia herb result
HERB000142,巴拿马山石榴,not_found,,no exact pharmacopoeia herb result
HERB000168,白刺花,not_found,,no exact pharmacopoeia herb result
HERB000155,巴夏嘎,not_found,,no exact pharmacopoeia herb result
HERB000164,白鲳,not_found,,no exact pharmacopoeia herb result
HERB000159,白八角莲,not_found,,no exact pharmacopoeia herb result
HERB000170,白刺花叶,not_found,,no exact pharmacopoeia herb result
HERB000171,白刺花子,not_found,,no exact pharmacopoeia herb result
HERB000163,白草霜,not_found,,no exact pharmacopoeia herb result
HERB000169,白刺花根,not_found,,no exact pharmacopoeia herb result
HERB000160,白背叶,not_found,,no exact pharmacopoeia herb result
HERB000193,百合花,not_found,,no search results
HERB000172,白葱,not_found,,no exact pharmacopoeia herb result
HERB000194,白鹤灵芝,not_found,,no exact pharmacopoeia herb result
HERB000176,白鹅膏,not_found,,no exact pharmacopoeia herb result
HERB000197,白花菜子,not_found,,no exact pharmacopoeia herb result
HERB000188,白果树皮,not_found,,no exact pharmacopoeia herb result
HERB000178,白饭豆,not_found,,no exact pharmacopoeia herb result
HERB000200,百花蜂斗菜,not_found,,no exact pharmacopoeia herb result
HERB000201,白花甘西鼠尾草,not_found,,no exact pharmacopoeia herb result
HERB000195,百合子,not_found,,no exact pharmacopoeia herb result
HERB000206,白花蛇,not_found,,no search results
HERB000190,白果紫草,not_found,,no exact pharmacopoeia herb result
HERB000185,白鬼笔,not_found,,no exact pharmacopoeia herb result
HERB000202,百花蒿,not_found,,no exact pharmacopoeia herb result
HERB000191,白蒿,not_found,,no exact pharmacopoeia herb result
HERB000187,白果根,not_found,,no exact pharmacopoeia herb result
HERB000203,白花爵床,not_found,,no exact pharmacopoeia herb result
HERB000196,白鹤乌头,not_found,,no exact pharmacopoeia herb result
HERB000213,白花映山红,not_found,,no exact pharmacopoeia herb result
HERB000214,白花罂粟,not_found,,no exact pharmacopoeia herb result
HERB000212,白花夏至草,not_found,,no exact pharmacopoeia herb result
HERB000219,败酱,not_found,,no exact pharmacopoeia herb result
HERB000210,白花藤,not_found,,no exact pharmacopoeia herb result
HERB000221,败酱草,not_found,,no exact pharmacopoeia herb result
HERB000211,白花夏枯草,not_found,,no exact pharmacopoeia herb result
HERB000199,白花丹参,not_found,,no exact pharmacopoeia herb result
HERB000209,白花水飞蓟,not_found,,no exact pharmacopoeia herb result
HERB000231,白兰花,not_found,,no search results
HERB000204,白花龙胆,not_found,,no exact pharmacopoeia herb result
HERB000184,白钩藤,not_found,,no exact pharmacopoeia herb result
HERB000228,白蜡树,not_found,,no exact pharmacopoeia herb result
HERB000183,柏根白皮,not_found,,no exact pharmacopoeia herb result
HERB000233,百里香,not_found,,no exact pharmacopoeia herb result
HERB000198,白花丹,not_found,,no exact pharmacopoeia herb result
HERB000207,白花射干,not_found,,no exact pharmacopoeia herb result
HERB000205,白花前胡,not_found,,no exact pharmacopoeia herb result
HERB000222,白胶香,not_found,,no exact pharmacopoeia herb result
HERB000247,白毛夏枯草,not_found,,no search results
HERB000227,白菊花根,not_found,,no exact pharmacopoeia herb result
HERB000226,白槿花,not_found,,no exact pharmacopoeia herb result
HERB000223,白芥,not_found,,no exact pharmacopoeia herb result
HERB000215,白花油麻藤,not_found,,no exact pharmacopoeia herb result
HERB000230,白兰根,not_found,,no exact pharmacopoeia herb result
HERB000232,白藜芦醇,not_found,,no exact pharmacopoeia herb result
HERB000234,百里香酚,not_found,,no exact pharmacopoeia herb result
HERB000218,白坚木,not_found,,no exact pharmacopoeia herb result
HERB000256,白皮松,not_found,,no search results
HERB000249,白梅花,not_found,,no exact pharmacopoeia herb result
HERB000240,白萝卜清膏,not_found,,no exact pharmacopoeia herb result
HERB000246,白毛藤,not_found,,no exact pharmacopoeia herb result
HERB000239,百两金,not_found,,no exact pharmacopoeia herb result
HERB000241,白马骨,not_found,,no exact pharmacopoeia herb result
HERB000254,白牛胆,not_found,,no exact pharmacopoeia herb result
HERB000263,白柔毛香茶菜,not_found,,no exact pharmacopoeia herb result
HERB000264,百蕊草,not_found,,no search results
HERB000252,白木乌桕,not_found,,no exact pharmacopoeia herb result
HERB000238,白蔹子,not_found,,no exact pharmacopoeia herb result
HERB000272,白鼠狼,not_found,,no exact pharmacopoeia herb result
HERB000253,白木香,not_found,,no exact pharmacopoeia herb result
HERB000271,白首乌,not_found,,no search results
HERB000273,柏树叶,not_found,,no exact pharmacopoeia herb result
HERB000260,白屈菜根,not_found,,no exact pharmacopoeia herb result
HERB000255,白牛膝,not_found,,no exact pharmacopoeia herb result
HERB000262,百日青,not_found,,no exact pharmacopoeia herb result
HERB000251,白木通根,not_found,,no exact pharmacopoeia herb result
HERB000250,白木通,not_found,,no exact pharmacopoeia herb result
HERB000269,白舌根,not_found,,no exact pharmacopoeia herb result
HERB000258,白千层,not_found,,no exact pharmacopoeia herb result
HERB000293,白药子,not_found,,no search results
HERB000268,白芍药,not_found,,no exact pharmacopoeia herb result
HERB000297,白夜米仔兰,not_found,,no exact pharmacopoeia herb result
HERB000265,白散沫花,not_found,,no exact pharmacopoeia herb result
HERB000294,白叶瓜馥木,not_found,,no exact pharmacopoeia herb result
HERB000277,白苏叶,not_found,,no exact pharmacopoeia herb result
HERB000261,百日草,not_found,,no exact pharmacopoeia herb result
HERB000292,百眼藤,not_found,,no exact pharmacopoeia herb result
HERB000278,白苏子,not_found,,no exact pharmacopoeia herb result
HERB000282,白头翁花,not_found,,no exact pharmacopoeia herb result
HERB000287,白鲜树,not_found,,no exact pharmacopoeia herb result
HERB000279,百岁叶,not_found,,no exact pharmacopoeia herb result
HERB000276,白苏梗,not_found,,no exact pharmacopoeia herb result
HERB000299,白叶香茶菜,not_found,,no exact pharmacopoeia herb result
HERB000283,白头翁叶,not_found,,no exact pharmacopoeia herb result
HERB000291,白亚麻,not_found,,no exact pharmacopoeia herb result
HERB000302,白玉兰,not_found,,no search results
HERB000307,白芝麻,not_found,,no search results
HERB000274,白水仙,not_found,,no exact pharmacopoeia herb result
HERB000306,柏枝节,not_found,,no exact pharmacopoeia herb result
HERB000289,白鲜根,not_found,,no exact pharmacopoeia herb result
HERB000324,板栗,not_found,,no exact pharmacopoeia herb result
HERB000288,白香草木樨,not_found,,no exact pharmacopoeia herb result
HERB000284,白土苓,not_found,,no exact pharmacopoeia herb result
HERB000327,瓣蕊唐松草,not_found,,no search results
HERB000303,白羽扇豆,not_found,,no exact pharmacopoeia herb result
HERB000298,白叶藤,not_found,,no exact pharmacopoeia herb result
HERB000314,半边苏,not_found,,no exact pharmacopoeia herb result
HERB000319,斑鸠,not_found,,no search results
HERB000333,斑叶萍蓬草,not_found,,no exact pharmacopoeia herb result
HERB000336,半月形铁线蕨,not_found,,no exact pharmacopoeia herb result
HERB000296,白叶莓,not_found,,no exact pharmacopoeia herb result
HERB000342,榜嘎,not_found,,no exact pharmacopoeia herb result
HERB000334,斑叶萍蓬草,not_found,,no exact pharmacopoeia herb result
HERB000347,报春石斛,not_found,,no exact pharmacopoeia herb result
HERB000343,棒叶蕨藻,not_found,,no exact pharmacopoeia herb result
HERB000304,白芸花,not_found,,no exact pharmacopoeia herb result
HERB000300,白罂粟,not_found,,no exact pharmacopoeia herb result
HERB000346,报春花,not_found,,no exact pharmacopoeia herb result
HERB000352,豹骨,not_found,,no exact pharmacopoeia herb result
HERB000353,抱茎苦荬菜,not_found,,no exact pharmacopoeia herb result
HERB000350,宝盖灵芝,not_found,,no exact pharmacopoeia herb result
HERB000308,白芷叶,not_found,,no exact pharmacopoeia herb result
HERB000356,暴马子,not_found,,no exact pharmacopoeia herb result
HERB000355,抱茎獐牙菜,not_found,,no exact pharmacopoeia herb result
HERB000365,飞燕草,not_found,,no search results
HERB000315,斑地锦,not_found,,no exact pharmacopoeia herb result
HERB000332,斑叶地锦,not_found,,no exact pharmacopoeia herb result
HERB000329,斑纹芦荟,not_found,,no exact pharmacopoeia herb result
HERB000357,毛豆,not_found,,no search results
HERB000310,白竹鼠,not_found,,no exact pharmacopoeia herb result
HERB000331,半夏曲,not_found,,no exact pharmacopoeia herb result
HERB000320,斑鸠菊,not_found,,no exact pharmacopoeia herb result
HERB000368,孢子甘蓝,not_found,,no exact pharmacopoeia herb result
HERB000372,北侧金盏花,not_found,,no search results
HERB000382,贝加尔唐松草,not_found,,no exact pharmacopoeia herb result
HERB000377,北非雪松,not_found,,no search results
HERB000390,北美艾蒿,not_found,,no search results
HERB000351,保肝浸膏,not_found,,no exact pharmacopoeia herb result
HERB000339,斑子麻黄,not_found,,no exact pharmacopoeia herb result
HERB000367,苞叶香茶菜,not_found,,no exact pharmacopoeia herb result
HERB000393,北美红杉,not_found,,no search results
HERB000359,薄片矢车菊,not_found,,no exact pharmacopoeia herb result
HERB000388,北马兜铃,not_found,,no exact pharmacopoeia herb result
HERB000349,宝盖草,not_found,,no exact pharmacopoeia herb result
HERB000371,北苍术,not_found,,no exact pharmacopoeia herb result
HERB000391,北美鹅掌楸,not_found,,no search results
HERB000360,包片鼠尾草,not_found,,no exact pharmacopoeia herb result
HERB000392,北美鬼臼,not_found,,no search results
HERB000394,北美球子蕨,not_found,,no exact pharmacopoeia herb result
HERB000399,北美洲山梗菜,not_found,,no exact pharmacopoeia herb result
HERB000381,北黄花菜,not_found,,no exact pharmacopoeia herb result
HERB000385,贝壳杉,not_found,,no exact pharmacopoeia herb result
HERB000395,北美葶苈子,not_found,,no exact pharmacopoeia herb result
HERB000375,北方枸杞根皮,not_found,,no exact pharmacopoeia herb result
HERB000402,杯鞘石斛,not_found,,no exact pharmacopoeia herb result
HERB000379,北海当归,not_found,,no exact pharmacopoeia herb result
HERB000400,贝母,not_found,,no exact pharmacopoeia herb result
HERB000417,毕澄茄,not_found,,no exact pharmacopoeia herb result
HERB000376,北方乌头,not_found,,no exact pharmacopoeia herb result
HERB000389,北马兜铃根,not_found,,no exact pharmacopoeia herb result
HERB000419,篦齿眼子菜,not_found,,no exact pharmacopoeia herb result
HERB000401,贝母兰,not_found,,no exact pharmacopoeia herb result
HERB000412,北越钩藤,not_found,,no exact pharmacopoeia herb result
HERB000425,秘鲁古柯,not_found,,no search results
HERB000396,北美香柏,not_found,,no exact pharmacopoeia herb result
HERB000424,秘鲁钩藤,not_found,,no exact pharmacopoeia herb result
HERB000431,蓖麻油,not_found,,no exact pharmacopoeia herb result
HERB000411,北野菊,not_found,,no exact pharmacopoeia herb result
HERB000436,彼氏堆心菊,not_found,,no exact pharmacopoeia herb result
HERB000427,秘鲁香蕉,not_found,,no exact pharmacopoeia herb result
HERB000441,壁纸唐松草,not_found,,no exact pharmacopoeia herb result
HERB000421,碧冬茄,not_found,,no exact pharmacopoeia herb result
HERB000409,北五味子,not_found,,no exact pharmacopoeia herb result
HERB000437,萝芙木,not_found,,no search results
HERB000444,鳞毛蕨,not_found,,no exact pharmacopoeia herb result
HERB000448,遍地锦,not_found,,no exact pharmacopoeia herb result
HERB000405,北水苦荬,not_found,,no exact pharmacopoeia herb result
HERB000430,蓖麻叶,not_found,,no exact pharmacopoeia herb result
HERB000429,蓖麻根,not_found,,no exact pharmacopoeia herb result
HERB000398,北美圆柏,not_found,,no exact pharmacopoeia herb result
HERB000447,鞭打绣球,not_found,,no exact pharmacopoeia herb result
HERB000434,蓖麻叶,not_found,,no exact pharmacopoeia herb result
HERB000407,北乌头,not_found,,no exact pharmacopoeia herb result
HERB000456,蝙蝠葛,not_found,,no exact pharmacopoeia herb result
HERB000459,绞股蓝,not_found,,no exact pharmacopoeia herb result
HERB000453,扁豆花,not_found,,no search results
HERB000416,荜茇根,not_found,,no exact pharmacopoeia herb result
HERB000465,变色马兜铃,not_found,,no exact pharmacopoeia herb result
HERB000468,鞭苔,not_found,,no search results
HERB000474,变异凤尾蕨,not_found,,no exact pharmacopoeia herb result
HERB000445,马利筋,not_found,,no exact pharmacopoeia herb result
HERB000454,扁豆藤,not_found,,no exact pharmacopoeia herb result
HERB000471,变形木兰,not_found,,no exact pharmacopoeia herb result
HERB000466,变色石竹,not_found,,no exact pharmacopoeia herb result
HERB000455,扁豆叶,not_found,,no exact pharmacopoeia herb result
HERB000469,扁桃,not_found,,no exact pharmacopoeia herb result
HERB000433,蓖麻子与蓖麻油,not_found,,no exact pharmacopoeia herb result
HERB000451,变豆菜叶,not_found,,no exact pharmacopoeia herb result
HERB000440,碧玉散,not_found,,no exact pharmacopoeia herb result
HERB000480,变种尖槐藤,not_found,,no exact pharmacopoeia herb result
HERB000438,碧桃干,not_found,,no exact pharmacopoeia herb result
HERB000452,扁豆根,not_found,,no exact pharmacopoeia herb result
HERB000443,马利筋,not_found,,no exact pharmacopoeia herb result
HERB000495,冰果唐松草,not_found,,no exact pharmacopoeia herb result
HERB000462,扁茎沿阶草,not_found,,no exact pharmacopoeia herb result
HERB000460,山黧豆,not_found,,no exact pharmacopoeia herb result
HERB000467,扁蒴藤,not_found,,no exact pharmacopoeia herb result
HERB000461,扁茎黄芪,not_found,,no exact pharmacopoeia herb result
HERB000476,边缘鳞盖蕨,not_found,,no exact pharmacopoeia herb result
HERB000500,冰糖,not_found,,no exact pharmacopoeia herb result
HERB000506,菠菜,not_found,,no search results
HERB000507,伯格斑鸠菊,not_found,,no exact pharmacopoeia herb result
HERB000473,鞭叶铁线蕨,not_found,,no exact pharmacopoeia herb result
HERB000485,别致琉璃草,not_found,,no exact pharmacopoeia herb result
HERB000487,滨海前胡,not_found,,no exact pharmacopoeia herb result
HERB000510,薄荷油,not_found,,no exact pharmacopoeia herb result
HERB000478,扁枝槲寄生,not_found,,no exact pharmacopoeia herb result
HERB000492,冰豆,not_found,,no exact pharmacopoeia herb result
HERB000513,伯利兹花椒,not_found,,no exact pharmacopoeia herb result
HERB000479,变种长叶暗罗,not_found,,no exact pharmacopoeia herb result
HERB000477,边缘鳞毛蕨,not_found,,no exact pharmacopoeia herb result
HERB000482,鞭柱唐松草,not_found,,no search results
HERB000521,菠萝蜜,not_found,,no search results
HERB000523,播娘蒿,not_found,,no exact pharmacopoeia herb result
HERB000481,扁竹根,not_found,,no exact pharmacopoeia herb result
HERB000493,柄果槲寄生,not_found,,no exact pharmacopoeia herb result
HERB000511,伯乐树,not_found,,no exact pharmacopoeia herb result
HERB000520,博落回,not_found,,no exact pharmacopoeia herb result
HERB000524,黄瓜,not_found,,no search results
HERB000529,波士茄,not_found,,no exact pharmacopoeia herb result
HERB000499,冰蛇床,not_found,,no exact pharmacopoeia herb result
HERB000486,滨海当归,not_found,,no exact pharmacopoeia herb result
HERB000534,波斯罂粟,not_found,,no exact pharmacopoeia herb result
HERB000505,波瓣合叶苔,not_found,,no exact pharmacopoeia herb result
HERB000502,并头黄芩,not_found,,no exact pharmacopoeia herb result
HERB000531,波士吴茱萸,not_found,,no exact pharmacopoeia herb result
HERB000494,柄果花椒,not_found,,no exact pharmacopoeia herb result
HERB000501,并头草,not_found,,no exact pharmacopoeia herb result
HERB000561,苍耳,not_found,,no exact pharmacopoeia herb result
HERB000562,蔡文千金藤,not_found,,no exact pharmacopoeia herb result
HERB000565,蚕豆茎,not_found,,no exact pharmacopoeia herb result
HERB000558,菜豆树,not_found,,no exact pharmacopoeia herb result
HERB000563,蚕豆,not_found,,no exact pharmacopoeia herb result
HERB000577,苍耳,not_found,,no exact pharmacopoeia herb result
HERB000568,蚕茧,not_found,,no search results
HERB000566,蚕豆壳,not_found,,no exact pharmacopoeia herb result
HERB000522,菠萝香藤,not_found,,no exact pharmacopoeia herb result
HERB000539,波叶山橙,not_found,,no exact pharmacopoeia herb result
HERB000569,蚕桑,not_found,,no search results
HERB000538,波叶枯木,not_found,,no exact pharmacopoeia herb result
HERB000564,蚕豆荚壳,not_found,,no exact pharmacopoeia herb result
HERB000551,捕蝇草,not_found,,no exact pharmacopoeia herb result
HERB000533,波斯益母草,not_found,,no exact pharmacopoeia herb result
HERB000570,蚕沙,not_found,,no exact pharmacopoeia herb result
HERB000512,波棱瓜子,not_found,,no exact pharmacopoeia herb result
HERB000567,蚕豆叶,not_found,,no exact pharmacopoeia herb result
HERB000578,苍耳根,not_found,,no exact pharmacopoeia herb result
HERB000541,波叶乌头,not_found,,no exact pharmacopoeia herb result
HERB000537,波叶大黄,not_found,,no exact pharmacopoeia herb result
HERB000589,草地毛茛,not_found,,no exact pharmacopoeia herb result
HERB000552,不育红,not_found,,no exact pharmacopoeia herb result
HERB000583,苍山香茶菜,not_found,,no exact pharmacopoeia herb result
HERB000599,草莓,not_found,,no search results
HERB000591,草甸千里光,not_found,,no exact pharmacopoeia herb result
HERB000550,补血草,not_found,,no exact pharmacopoeia herb result
HERB000590,草地乌头,not_found,,no exact pharmacopoeia herb result
HERB000597,草寇仁,not_found,,no exact pharmacopoeia herb result
HERB000602,草酸,not_found,,no exact pharmacopoeia herb result
HERB000609,糙叶败酱,not_found,,no exact pharmacopoeia herb result
HERB000593,草菇,not_found,,no search results
HERB000611,草原大蓟,not_found,,no exact pharmacopoeia herb result
HERB000612,草原老鹳草,not_found,,no exact pharmacopoeia herb result
HERB000588,草苁蓉,not_found,,no exact pharmacopoeia herb result
HERB000579,苍耳花,not_found,,no exact pharmacopoeia herb result
HERB000600,草莓车轴草,not_found,,no exact pharmacopoeia herb result
HERB000587,草本威灵仙,not_found,,no exact pharmacopoeia herb result
HERB000573,苍白秤钩风,not_found,,no exact pharmacopoeia herb result
HERB000619,茶花,not_found,,no search results
HERB000601,草芍药,not_found,,no exact pharmacopoeia herb result
HERB000595,草胡椒,not_found,,no exact pharmacopoeia herb result
HERB000622,叉歧繁缕,not_found,,no search results
HERB000598,草帽假杜鹃,not_found,,no exact pharmacopoeia herb result
HERB000627,茶树,not_found,,no search results
HERB000620,茶梅,not_found,,no search results
HERB000603,草问荆,not_found,,no exact pharmacopoeia herb result
HERB000633,茶油,not_found,,no exact pharmacopoeia herb result
HERB000606,草乌头,not_found,,no exact pharmacopoeia herb result
HERB000645,蟾蜍,not_found,,no exact pharmacopoeia herb result
HERB000608,草香豌豆,not_found,,no exact pharmacopoeia herb result
HERB000625,叉蕊薯蓣,not_found,,no exact pharmacopoeia herb result
HERB000605,草乌酒,not_found,,no exact pharmacopoeia herb result
HERB000628,茶树根,not_found,,no exact pharmacopoeia herb result
HERB000642,柴黄姜,not_found,,no exact pharmacopoeia herb result
HERB000641,柴黄姜,not_found,,no exact pharmacopoeia herb result
HERB000616,侧子,not_found,,no exact pharmacopoeia herb result
HERB000649,黄檀,not_found,,no search results
HERB000647,潺槁木姜子,not_found,,no exact pharmacopoeia herb result
HERB000631,茶芎,not_found,,no exact pharmacopoeia herb result
HERB000635,茶子,not_found,,no exact pharmacopoeia herb result
HERB000659,长柄凤尾蕨,not_found,,no exact pharmacopoeia herb result
HERB000654,长白山报春,not_found,,no search results
HERB000618,层孔菌,not_found,,no exact pharmacopoeia herb result
HERB000629,茶条槭,not_found,,no exact pharmacopoeia herb result
HERB000653,蝉翼藤,not_found,,no exact pharmacopoeia herb result
HERB000636,茶子心,not_found,,no exact pharmacopoeia herb result
HERB000637,叉子圆柏,not_found,,no exact pharmacopoeia herb result
HERB000661,长柄七叶树,not_found,,no exact pharmacopoeia herb result
HERB000665,常春油麻藤,not_found,,no exact pharmacopoeia herb result
HERB000663,长春花,not_found,,no search results
HERB000655,长白松,not_found,,no exact pharmacopoeia herb result
HERB000664,常春藤,not_found,,no exact pharmacopoeia herb result
HERB000626,茶室蛇鞭菊,not_found,,no exact pharmacopoeia herb result
HERB000660,长柄胡椒,not_found,,no exact pharmacopoeia herb result
HERB000640,柴胡装千里光,not_found,,no exact pharmacopoeia herb result
HERB000634,察隅遍地金,not_found,,no exact pharmacopoeia herb result
HERB000639,柴胡装千里光,not_found,,no exact pharmacopoeia herb result
HERB000662,长柄圆柏,not_found,,no exact pharmacopoeia herb result
HERB000656,长瓣金莲花,not_found,,no exact pharmacopoeia herb result
HERB000646,蟾蜍胆,not_found,,no exact pharmacopoeia herb result
HERB000648,蟾皮,not_found,,no exact pharmacopoeia herb result
HERB000669,长萼香茶菜,not_found,,no exact pharmacopoeia herb result
HERB000684,长话版克亚树,not_found,,no search results
HERB000667,长萼金莲木皮,not_found,,no exact pharmacopoeia herb result
HERB000668,长萼瞿麦,not_found,,no exact pharmacopoeia herb result
HERB000672,长梗冬青,not_found,,no exact pharmacopoeia herb result
HERB000670,长梗百蕊草,not_found,,no exact pharmacopoeia herb result
HERB000687,长话图拉书,not_found,,no search results
HERB000674,长梗南五味子,not_found,,no exact pharmacopoeia herb result
HERB000675,长梗郁李仁,not_found,,no exact pharmacopoeia herb result
HERB000681,长果雪胆,not_found,,no exact pharmacopoeia herb result
HERB000683,长胡椒,not_found,,no exact pharmacopoeia herb result
HERB000671,长梗粗榧,not_found,,no exact pharmacopoeia herb result
HERB000676,长管假茉莉,not_found,,no exact pharmacopoeia herb result
HERB000685,长话钩藤,not_found,,no exact pharmacopoeia herb result
HERB000677,长管香茶菜,not_found,,no exact pharmacopoeia herb result
HERB000679,长果荜茇,not_found,,no exact pharmacopoeia herb result
HERB000678,长管萱草,not_found,,no exact pharmacopoeia herb result
HERB000702,菖蒲,not_found,,no exact pharmacopoeia herb result
HERB000682,长果罂粟,not_found,,no exact pharmacopoeia herb result
HERB000673,长梗绞股蓝,not_found,,no exact pharmacopoeia herb result
HERB000680,长果山橙,not_found,,no exact pharmacopoeia herb result
HERB000690,长喙桉,not_found,,no exact pharmacopoeia herb result
HERB000697,长毛风毛菊,not_found,,no exact pharmacopoeia herb result
